,광역시도,시도,입점수,ID,y,x
91,0,0,0.0,인천 강화,5,1
92,0,0,0.0,서울 성동,5,7
93,0,0,0.0,여주,5,9
94,0,0,0.0,삼척,5,11
95,0,0,0.0,인천 서구,6,1
96,0,0,0.0,부천 오정,6,2
97,0,0,0.0,시흥,6,3
98,0,0,0.0,서울 동작,6,5
99,0,0,0.0,평창,6,10
100,0,0,0.0,울진,6,11
101,0,0,0.0,인천 동구,7,1
102,0,0,0.0,인천 계양,7,2
103,0,0,0.0,안산 상록,7,3
104,0,0,0.0,성남 중원,7,7
105,0,0,0.0,과천,7,8
106,0,0,0.0,광주,7,9
107,0,0,0.0,영월,7,10
108,0,0,0.0,영덕,7,11
109,0,0,0.0,안산 단원,8,3
110,0,0,0.0,서울 금천,8,5
111,0,0,0.0,문경,8,10
112,0,0,0.0,봉화,8,11
113,0,0,0.0,울릉,8,13
114,0,0,0.0,인천 남구,9,2
115,0,0,0.0,의왕,9,6
116,0,0,0.0,용인 처인,9,9
117,0,0,0.0,안동,9,10
118,0,0,0.0,영양,9,11
119,0,0,0.0,인천 옹진,10,0
120,0,0,0.0,오산,10,3
121,0,0,0.0,안성,10,4
122,0,0,0.0,제천,10,7
123,0,0,0.0,예천,10,8
124,0,0,0.0,영주,10,9
125,0,0,0.0,구미,10,10
126,0,0,0.0,청송,10,11
127,0,0,0.0,태안,11,0
128,0,0,0.0,아산,11,1
129,0,0,0.0,천안 서북,11,3
130,0,0,0.0,음성,11,5
131,0,0,0.0,단양,11,7
132,0,0,0.0,상주,11,8
133,0,0,0.0,김천,11,9
134,0,0,0.0,군위,11,10
135,0,0,0.0,의성,11,11
136,0,0,0.0,포항 남구,11,12
137,0,0,0.0,당진,12,1
138,0,0,0.0,홍성,12,2
139,0,0,0.0,예산,12,3
140,0,0,0.0,공주,12,4
141,0,0,0.0,진천,12,5
142,0,0,0.0,충주,12,6
143,0,0,0.0,괴산,12,8
144,0,0,0.0,칠곡,12,9
145,0,0,0.0,영천,12,10
146,0,0,0.0,경산,12,11
147,0,0,0.0,서산,13,1
148,0,0,0.0,보령,13,2
149,0,0,0.0,청양,13,3
150,0,0,0.0,대전 대덕,13,5
151,0,0,0.0,증평,13,6
152,0,0,0.0,청주 청원,13,7
153,0,0,0.0,보은,13,8
154,0,0,0.0,고령,13,9
155,0,0,0.0,청도,13,10
156,0,0,0.0,성주,13,11
157,0,0,0.0,울산 북구,13,12
158,0,0,0.0,부여,14,2
159,0,0,0.0,논산,14,3
160,0,0,0.0,계룡,14,4
161,0,0,0.0,대전 동구,14,5
162,0,0,0.0,청주 서원,14,7
163,0,0,0.0,대구 북구,14,8
164,0,0,0.0,대구 수성,14,10
165,0,0,0.0,울산 울주,14,11
166,0,0,0.0,울산 동구,14,12
167,0,0,0.0,서천,15,2
168,0,0,0.0,금산,15,3
169,0,0,0.0,대전 유성,15,4
170,0,0,0.0,대전 중구,15,5
171,0,0,0.0,옥천,15,6
172,0,0,0.0,영동,15,7
173,0,0,0.0,대구 서구,15,8
174,0,0,0.0,대구 남구,15,9
175,0,0,0.0,대구 동구,15,10
176,0,0,0.0,울산 중구,15,11
177,0,0,0.0,군산,16,2
178,0,0,0.0,익산,16,3
179,0,0,0.0,무주,16,5
180,0,0,0.0,거창,16,6
181,0,0,0.0,합천,16,7
182,0,0,0.0,대구 달서,16,8
183,0,0,0.0,대구 달성,16,9
184,0,0,0.0,부산 금정,16,10
185,0,0,0.0,부산 동래,16,11
186,0,0,0.0,부안,17,2
187,0,0,0.0,김제,17,3
188,0,0,0.0,완주,17,4
189,0,0,0.0,장수,17,5
190,0,0,0.0,함양,17,6
191,0,0,0.0,창녕,17,7
192,0,0,0.0,밀양,17,8
193,0,0,0.0,부산 북구,17,9
194,0,0,0.0,부산 연제,17,11
195,0,0,0.0,고창,18,1
196,0,0,0.0,정읍,18,2
197,0,0,0.0,전주 덕진,18,3
198,0,0,0.0,진안,18,4
199,0,0,0.0,남원,18,5
200,0,0,0.0,의령,18,7
201,0,0,0.0,부산 강서,18,8
202,0,0,0.0,부산 사상,18,9
203,0,0,0.0,부산 동구,18,10
204,0,0,0.0,영광,19,1
205,0,0,0.0,장성,19,2
206,0,0,0.0,전주 완산,19,3
207,0,0,0.0,임실,19,4
208,0,0,0.0,산청,19,5
209,0,0,0.0,함안,19,6
210,0,0,0.0,양산,19,7
211,0,0,0.0,창원 합포,19,8
212,0,0,0.0,부산 서구,19,9
213,0,0,0.0,부산 사하,19,10
214,0,0,0.0,부산 남구,19,11
215,0,0,0.0,함평,20,1
216,0,0,0.0,담양,20,2
217,0,0,0.0,순창,20,3
218,0,0,0.0,구례,20,4
219,0,0,0.0,하동,20,5
220,0,0,0.0,창원 진해,20,8
221,0,0,0.0,김해,20,9
222,0,0,0.0,부산 영도,20,10
223,0,0,0.0,신안,21,0
224,0,0,0.0,무안,21,1
225,0,0,0.0,광주 광산,21,2
226,0,0,0.0,곡성,21,3
227,0,0,0.0,화순,21,4
228,0,0,0.0,광양,21,5
229,0,0,0.0,사천,21,6
230,0,0,0.0,창원 회원,21,7
231,0,0,0.0,통영,21,8
232,0,0,0.0,목포,22,0
233,0,0,0.0,나주,22,1
234,0,0,0.0,광주 북구,22,3
235,0,0,0.0,순천,22,4
236,0,0,0.0,고흥,22,5
237,0,0,0.0,남해,22,6
238,0,0,0.0,고성(경남),22,7
239,0,0,0.0,거제,22,8
240,0,0,0.0,해남,23,0
241,0,0,0.0,영암,23,1
242,0,0,0.0,광주 남구,23,2
243,0,0,0.0,광주 동구,23,3
244,0,0,0.0,여수,23,4
245,0,0,0.0,진도,24,0
246,0,0,0.0,강진,24,1
247,0,0,0.0,장흥,24,2
248,0,0,0.0,보성,24,3
249,0,0,0.0,완도,25,2
250,0,0,0.0,제주,25,5
251,0,0,0.0,서귀포,26,5
